cell_id,cycle_no,steps,step_names,dv,sg_window,sg_poly,windows
PR_LFP_RPT_REPT_150_0302_0.333C_0.333D_0_100,1,CP_DChg,CP_DChg,0.0025,,,"{'CP_DChg': (2.499983, 3.500579)}"
