cell_name,cycle_no,step_no,step_name,c_rate,auc_ahv
RD_RateCapability_0034,2,4,CCCV_Chg,0.0999997266666666,46.60309567499999
RD_RateCapability_0034,2,8,CCCV_Chg,0.1999980333333333,44.116619725499994
RD_RateCapability_0034,2,12,CCCV_Chg,0.30000076,41.60103347999997
RD_RateCapability_0034,2,16,CCCV_Chg,0.3999977466666666,38.57399269800002
RD_RateCapability_0034,2,20,CCCV_Chg,0.5000242466666667,36.64548169599999
RD_RateCapability_0034,2,6,CC_DChg,-0.0999667666666666,111.28194922950001
RD_RateCapability_0034,2,10,CC_DChg,-0.19996682,107.66686999749999
RD_RateCapability_0034,2,14,CC_DChg,-0.2999665933333333,103.91229518549999
RD_RateCapability_0034,2,18,CC_DChg,-0.3999662466666667,101.26499025449996
RD_RateCapability_0034,2,22,CC_DChg,-0.4999664466666667,99.57193438600002
RD_RateCapability_0034,3,4,CCCV_Chg,0.1000054933333333,47.077609200499985
RD_RateCapability_0034,3,8,CCCV_Chg,0.1999957533333333,43.92882535800003
RD_RateCapability_0034,3,12,CCCV_Chg,0.2999962933333333,41.27015237949997
RD_RateCapability_0034,3,16,CCCV_Chg,0.4000006733333333,38.93005778950002
RD_RateCapability_0034,3,20,CCCV_Chg,0.4999970866666666,37.30045237600002
RD_RateCapability_0034,3,6,CC_DChg,0.0,111.4332778615
RD_RateCapability_0034,3,10,CC_DChg,-0.1999666133333333,106.96180964799996
RD_RateCapability_0034,3,14,CC_DChg,-0.2999672333333333,104.06763233449996
RD_RateCapability_0034,3,18,CC_DChg,-0.39996726,101.60006593399999
RD_RateCapability_0034,3,22,CC_DChg,-0.4999666733333333,100.24154960050002
RD_RateCapability_0040,1,4,CCCV_Chg,0.10000144,49.79195627799997
RD_RateCapability_0040,1,8,CCCV_Chg,0.20000054,46.957492339499986
RD_RateCapability_0040,1,12,CCCV_Chg,0.30002504,44.61393140299999
RD_RateCapability_0040,1,16,CCCV_Chg,0.4000186866666667,42.67614583299999
RD_RateCapability_0040,1,20,CCCV_Chg,0.5000159866666667,41.23519068550002
RD_RateCapability_0040,1,2,CC_DChg,-0.3332994066666667,103.42951814650002
RD_RateCapability_0040,1,6,CC_DChg,-0.0999663933333333,110.69068595449998
RD_RateCapability_0040,1,10,CC_DChg,-0.1999666733333333,108.20308743049996
RD_RateCapability_0040,1,14,CC_DChg,-0.2999661666666667,105.76153347450001
RD_RateCapability_0040,1,18,CC_DChg,-0.3999661,104.11150283349998
RD_RateCapability_0040,1,22,CC_DChg,-0.4999665333333333,102.4617533605
RD_RateCapability_0040,2,4,CCCV_Chg,0.1000020133333333,49.905718614999984
RD_RateCapability_0040,2,8,CCCV_Chg,0.20000094,47.35339022149998
RD_RateCapability_0040,2,12,CCCV_Chg,0.3000064066666666,45.17674135300004
RD_RateCapability_0040,2,16,CCCV_Chg,0.40000088,42.73486824199998
RD_RateCapability_0040,2,20,CCCV_Chg,0.5000217533333333,41.06227723000001
RD_RateCapability_0040,2,6,CC_DChg,-0.0999669,110.94948363449986
RD_RateCapability_0040,2,10,CC_DChg,-0.1999668533333333,108.73550006049999
RD_RateCapability_0040,2,14,CC_DChg,-0.2999665333333333,106.03968670450004
RD_RateCapability_0040,2,18,CC_DChg,-0.3999668266666666,104.09443743399999
RD_RateCapability_0040,2,22,CC_DChg,-0.4999669933333333,102.40280856199999
RD_RateCapability_0040,3,4,CCCV_Chg,0.1000057666666666,50.181293737
RD_RateCapability_0040,3,8,CCCV_Chg,0.1999990066666666,47.08888464850002
RD_RateCapability_0040,3,12,CCCV_Chg,0.30003058,44.76594096649998
RD_RateCapability_0040,3,16,CCCV_Chg,0.4000237399999999,42.55187212749999
RD_RateCapability_0040,3,20,CCCV_Chg,0.5000469666666667,41.08672696799997
RD_RateCapability_0040,3,6,CC_DChg,0.0,110.95770599999994
RD_RateCapability_0040,3,10,CC_DChg,-0.19996728,108.12654193950002
RD_RateCapability_0040,3,14,CC_DChg,-0.2999669066666666,105.91490767649996
RD_RateCapability_0040,3,18,CC_DChg,-0.3999664066666666,104.08389769000001
RD_RateCapability_0040,3,22,CC_DChg,-0.49996694,102.46515689149999
RD_RateCapability_0043,1,4,CCCV_Chg,0.0999995666666666,48.14649188000001
RD_RateCapability_0043,1,8,CCCV_Chg,0.19999612,45.68461293399997
RD_RateCapability_0043,1,12,CCCV_Chg,0.2999961066666666,43.02273991050002
RD_RateCapability_0043,1,16,CCCV_Chg,0.40000026,40.67105313299997
RD_RateCapability_0043,1,20,CCCV_Chg,0.4999962466666666,38.716428832999966
RD_RateCapability_0043,1,2,CC_DChg,-0.33330038,105.027162698
RD_RateCapability_0043,1,6,CC_DChg,-0.0999672066666666,114.4854888515
RD_RateCapability_0043,1,10,CC_DChg,-0.1999668866666666,110.80841351250001
RD_RateCapability_0043,1,14,CC_DChg,-0.2999664466666666,107.55580724650001
RD_RateCapability_0043,1,18,CC_DChg,-0.3999661933333333,105.34496203100004
RD_RateCapability_0043,1,22,CC_DChg,-0.4999664066666667,102.90998856350002
RD_RateCapability_0043,2,4,CCCV_Chg,0.0999985266666666,48.20677949949997
RD_RateCapability_0043,2,8,CCCV_Chg,0.1999961866666667,46.230917745
RD_RateCapability_0043,2,12,CCCV_Chg,0.29999538,43.79338659350001
RD_RateCapability_0043,2,16,CCCV_Chg,0.4000174666666666,40.80125038000002
RD_RateCapability_0043,2,20,CCCV_Chg,0.4999978866666667,38.68382258049998
RD_RateCapability_0043,2,6,CC_DChg,-0.09996612,114.7830096015
